ph,hardness,turbidity,arsenic,chloramine,bacteria,lead,nitrates,mercury,is_safe
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.22,0.1,0.124,12.69,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.06,0.0,0.011,14.72,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.01,0.0,0.124,17.66,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.08,0.0,0.1,19.02,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.02,0.0,0.092,13.98,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.6,0.0,0.059,3.15,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.48,0.0,0.15,2.75,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.37,0.08,0.078,11.38,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.06,0.0,0.112,8.48,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.45,0.0,0.135,12.89,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.04,0.05,0.092,14.37,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.14,0.0,0.065,17.71,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.32,0.0,0.135,8.08,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.01,0.0,0.135,19.83,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.4,0.0,0.014,7.16,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.05,0.0,0.18,17.4,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.1,0.0,0.08,9.2,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.38,0.0,0.184,1.37,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.09,0.0,0.144,1.06,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.14,0.0,0.171,2.75,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.0,0.0,0.1,3.9,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.2,0.0,0.123,2.18,0.002,1.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.47,0.0,0.184,11.5,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.29,0.0,0.03,2.0,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.03,0.0,0.089,13.73,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.18,0.0,0.199,14.43,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.07,0.0,0.076,10.06,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.52,0.1,0.137,14.11,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.0,0.39,0.0,0.097,9.59,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.27,0.0,0.139,6.55,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.6,0.0,0.166,13.26,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.1,0.25,0.0,0.152,14.77,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.5,0.0,0.021,14.15,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.06,0.0,0.007,10.02,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.54,0.0,0.198,8.02,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.1,0.08,0.0,0.147,17.8,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.03,0.0,0.174,13.3,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.23,0.0,0.106,15.42,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.08,0.0,0.019,13.21,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.15,0.0,0.067,15.72,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.01,0.0,0.132,1.93,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.0,0.02,0.0,0.153,15.26,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.38,0.0,0.137,18.93,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.15,0.0,0.025,10.16,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.2,0.0,0.188,9.9,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.04,0.0,0.18,3.84,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.63,0.0,0.113,14.65,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.1,0.05,0.0,0.113,18.34,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.09,0.0,0.109,6.46,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.01,0.0,0.155,11.61,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.03,0.0,0.099,10.73,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.04,0.0,0.04,11.42,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.5,0.0,0.112,2.75,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.3,0.0,0.07,8.88,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.08,0.0,0.154,13.69,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.02,0.0,0.158,2.12,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.1,0.05,0.0,0.027,4.04,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.52,0.0,0.152,14.09,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.05,0.0,0.154,2.89,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.1,0.0,0.119,11.81,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.21,0.0,0.115,6.12,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.03,0.0,0.069,12.18,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.48,0.0,0.013,9.18,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.06,0.0,0.13,18.54,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.04,0.0,0.126,18.76,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.1,0.06,0.0,0.042,17.31,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.06,0.0,0.026,17.62,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.09,0.0,0.118,5.79,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.05,0.51,0.0,0.163,11.54,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.47,0.0,0.162,16.42,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.07,0.0,0.194,14.03,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.06,0.0,0.062,14.0,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.52,0.0,0.088,8.57,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.04,0.0,0.196,6.48,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.16,0.0,0.013,4.07,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.05,0.21,0.0,0.164,17.36,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.09,0.0,0.153,5.41,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.32,0.0,0.119,14.73,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.33,0.0,0.075,16.72,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.01,0.0,0.065,15.86,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.04,0.0,0.03,13.12,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.04,0.0,0.06,0.04,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.13,0.0,0.075,7.64,0.001,1.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.05,0.0,0.105,9.49,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.0,0.0,0.052,0.5,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.09,0.0,0.044,0.41,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.02,0.0,0.154,10.37,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.15,0.0,0.057,7.37,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.27,0.0,0.085,6.58,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.04,0.0,0.044,7.46,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.1,0.0,0.035,3.24,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.04,0.0,0.136,13.17,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.2,0.0,0.099,9.09,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.05,0.0,0.02,9.95,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.27,0.0,0.144,7.39,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.09,0.0,0.178,16.05,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.0,0.02,0.0,0.062,17.33,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.0,0.08,0.0,0.106,2.93,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.05,0.05,0.0,0.096,18.77,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.03,0.0,0.021,12.27,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.04,0.0,0.018,11.2,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.1,0.01,0.0,0.156,8.38,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.15,0.0,0.08,0.9,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.53,0.0,0.142,8.0,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.38,0.0,0.075,16.58,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.13,0.09,0.083,8.29,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.03,0.0,0.14,4.81,0.0,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.01,0.03,0.049,8.76,0.0,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.09,0.0,0.101,17.46,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.09,0.0,0.138,16.11,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.25,0.0,0.019,9.42,0.0,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.02,0.0,0.02,1.34,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.23,0.0,0.09,6.18,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.06,0.0,0.112,18.39,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.14,0.0,0.198,16.8,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.21,0.0,0.118,6.73,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.09,0.0,0.108,17.42,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.5,0.0,0.007,15.85,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.29,0.0,0.024,1.65,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.05,0.0,0.02,3.41,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.1,0.0,0.02,1.1,0.01,1.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.03,0.0,0.09,1.39,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.14,0.0,0.199,2.87,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.08,0.0,0.065,19.34,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.09,0.0,0.033,16.99,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.54,0.0,0.134,13.2,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.11,0.0,0.122,2.07,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.03,0.0,0.052,0.96,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.41,0.0,0.162,14.14,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.05,0.2,0.0,0.197,11.45,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.24,0.03,0.013,13.96,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.0,0.23,0.0,0.02,10.64,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.03,0.0,0.016,12.05,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.03,0.0,0.028,8.29,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.64,0.0,0.051,5.65,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.07,0.0,0.011,15.89,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.0,0.05,0.0,0.082,15.03,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.45,0.0,0.017,4.41,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.05,0.32,0.09,0.18,4.15,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.53,0.0,0.043,3.28,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.08,0.03,0.079,9.1,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.05,0.08,0.0,0.127,2.69,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.1,0.0,0.06,15.21,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.09,0.04,0.135,2.8,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.1,0.0,0.07,15.47,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.05,0.45,0.0,0.112,16.13,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.01,0.0,0.148,9.7,0.0,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.65,0.0,0.153,4.9,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.17,0.0,0.132,16.25,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.01,0.0,0.126,9.0,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.49,0.0,0.194,8.82,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.02,0.0,0.17,18.4,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.45,0.1,0.172,17.3,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.02,0.0,0.183,14.32,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.06,0.0,0.189,7.15,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.54,0.0,0.197,17.8,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.1,0.0,0.062,5.64,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.08,0.0,0.012,13.19,0.0,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.33,0.0,0.15,0.81,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.03,0.0,0.01,2.83,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.08,0.0,0.1,13.16,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.1,0.11,0.0,0.182,10.9,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.01,0.01,0.19,11.46,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.0,0.64,0.0,0.193,10.64,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.29,0.0,0.106,6.83,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.05,0.03,0.0,0.101,6.86,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.1,0.0,0.0,0.013,17.51,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.39,0.0,0.006,6.05,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.08,0.0,0.031,10.24,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.26,0.0,0.115,19.11,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.0,0.34,0.0,0.093,8.12,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.05,0.25,0.0,0.166,16.59,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.05,0.07,0.0,0.157,11.77,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.02,0.0,0.073,18.25,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.24,0.0,0.02,19.07,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.1,0.08,0.03,0.11,1.94,0.008,1.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.01,0.0,0.017,14.41,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.34,0.0,0.155,15.15,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.49,0.05,0.156,18.99,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.67,0.0,0.143,6.34,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.0,0.08,0.0,0.093,4.09,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.61,0.0,0.102,3.47,0.0,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.05,0.0,0.167,10.13,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.27,0.02,0.178,16.75,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.1,0.03,0.0,0.05,17.31,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.1,0.28,0.0,0.109,9.37,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.18,0.0,0.02,4.36,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.13,0.0,0.173,7.62,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.24,0.0,0.093,4.37,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.15,0.01,0.117,12.96,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.43,0.0,0.172,1.46,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.24,0.0,0.163,18.48,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.03,0.0,0.128,14.79,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.48,0.0,0.1,14.76,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.06,0.0,0.102,5.81,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.56,0.0,0.2,14.82,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.32,0.0,0.128,8.16,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.07,0.02,0.028,11.02,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.22,0.0,0.012,9.23,0.004,1.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.08,0.0,0.023,16.7,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.04,0.0,0.079,15.99,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.02,0.0,0.163,10.62,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.23,0.0,0.148,6.6,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.0,0.0,0.164,15.03,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.44,0.09,0.179,8.13,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.05,0.05,0.0,0.141,19.07,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.05,0.07,0.0,0.137,8.62,0.0,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.05,0.0,0.049,2.31,0.001,1.0
7.036752103833548,196.96762686363076,3.955027562993039,0.1,0.08,0.0,0.011,6.86,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.24,0.0,0.193,11.19,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.45,0.0,0.004,7.38,0.002,1.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.63,0.0,0.103,16.54,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.46,0.0,0.186,2.84,0.0,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.31,0.03,0.19,0.92,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.16,0.0,0.147,1.75,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.07,0.0,0.19,7.78,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.08,0.0,0.153,11.92,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.05,0.06,0.0,0.141,7.09,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.05,0.14,0.0,0.111,16.13,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.49,0.0,0.089,11.95,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.1,0.04,0.0,0.099,10.47,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.11,0.0,0.074,19.05,0.007,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.07,0.0,0.142,1.79,0.002,1.0
7.036752103833548,196.96762686363076,3.955027562993039,0.05,0.46,0.0,0.156,15.82,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.06,0.0,0.083,16.24,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.03,0.0,0.057,17.95,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.06,0.1,0.028,14.7,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.07,0.0,0.042,16.25,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.2,0.06,0.117,3.23,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.07,0.0,0.126,5.46,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.07,0.0,0.064,16.21,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.23,0.0,0.115,1.75,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.08,0.0,0.089,9.53,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.21,0.0,0.117,19.62,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.12,0.0,0.168,17.99,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.04,0.0,0.159,3.27,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.0,0.06,0.0,0.039,0.94,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.32,0.0,0.17,5.1,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.1,0.02,0.0,0.034,17.62,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.38,0.0,0.005,11.0,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.06,0.0,0.104,17.41,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.0,0.05,0.0,0.199,13.65,0.01,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.02,0.0,0.112,11.49,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.11,0.06,0.072,3.55,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.67,0.05,0.088,16.81,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.02,0.0,0.112,10.14,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.12,0.0,0.116,3.33,0.009,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.05,0.06,0.0,0.056,7.78,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.8,0.0,0.13,12.28,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.12,0.0,0.16,15.64,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.0,0.0,0.118,18.06,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.18,0.0,0.142,17.42,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.02,0.06,0.0,0.123,2.78,0.003,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.45,0.0,0.133,18.88,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.23,0.0,0.158,18.01,0.005,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.06,0.17,0.0,0.165,4.24,0.0,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.07,0.1,0.07,0.044,12.62,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.1,0.04,0.0,0.099,12.5,0.004,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.01,0.0,0.0,0.022,3.13,0.009,1.0
7.036752103833548,196.96762686363076,3.955027562993039,0.03,0.12,0.0,0.108,4.88,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.1,0.46,0.0,0.044,5.71,0.0,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.09,0.0,0.169,10.11,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.0,0.07,0.122,18.27,0.002,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.08,0.0,0.1,0.188,12.2,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.05,0.07,0.0,0.105,3.64,0.006,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.04,0.24,0.0,0.036,4.48,0.008,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.0,0.45,0.0,0.063,11.67,0.001,0.0
7.036752103833548,196.96762686363076,3.955027562993039,0.09,0.1,0.0,0.063,17.6,0.003,0.0
